Course,Year,Semester,Instructor,Slot,Mode,Scheduled
ENGL 1,2023,Fall,Michael Edgerton,MW|04:30PM-05:45PM,Fully Online,1
ENGL 1,2023,Fall,Alayna Mills,MW|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Mark Dowdy,MW|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Allison Gregory,TR|04:30PM-05:45PM,In Person,1
ENGL 1,2023,Fall,Daniel Hendel De La O,F|09:30AM-12:15PM,Fully Online,1
ENGL 1,2023,Fall,Adam Smith,MW|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Katharine Studer,TR|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Avantika Rohatgi,TR|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Leanne Lindelof,TR|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Colton Saylor,MW|07:30AM-08:45AM,In Person,1
ENGL 1,2023,Fall,Karen Liou,MW|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Regina Arnold,T|06:00PM-08:45PM,Fully Online,1
ENGL 1,2023,Fall,Daniel Hendel De La O,TR|09:00AM-10:15AM,Fully Online,1
ENGL 1,2023,Fall,Timothy Cech,MW|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Victoria Thorp,TR|12:00PM-01:15PM,In Person,1
ENGL 1,2023,Fall,Rachel Turner,TR|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Richard Mcnabb,TBA|TBA,Fully Online,1
ENGL 1,2023,Fall,Kristin Fitzpatrick Ezell,F|09:30AM-12:15PM,Fully Online,1
ENGL 1,2023,Fall,Rachel Turner,TR|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Mark Dowdy,MW|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Au-Co Tran,MW|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Daniel Hendel De La O,MW|09:00AM-10:15AM,Fully Online,1
ENGL 1,2023,Fall,Mostafa Jalal,TR|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Au-Co Tran,MW|12:00PM-01:15PM,In Person,1
ENGL 1,2023,Fall,Lilly Chen,TR|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Rachel Turner,MW|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Sherri Harvey,TBA|TBA,Fully Online,1
ENGL 1,2023,Fall,Katharine Studer,TR|07:30AM-08:45AM,In Person,1
ENGL 1,2023,Fall,Jillian Murphy,MW|12:00PM-01:15PM,In Person,1
ENGL 1,2023,Fall,Ryan Smith,MW|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Deeptiman Kaushik,TR|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Mark Dowdy,MW|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Mark Dowdy,MW|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Colton Saylor,MW|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Roohi Vora,TR|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Nalana La Framboise,TR|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Alex Davis,MW|04:30PM-05:45PM,In Person,1
ENGL 1,2023,Fall,Joseph Navarro,TR|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Allison Gregory,TR|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Allison Gregory,TR|12:00PM-01:15PM,In Person,1
ENGL 1,2023,Fall,Linda Landau,MW|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Colton Saylor,MW|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Victoria Thorp,TR|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Amber Sylva,TR|04:30PM-05:45PM,In Person,1
ENGL 1,2023,Fall,Ryan Smith,TR|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Anne Cheilek,MW|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Anne Walker,TR|04:30PM-05:45PM,In Person,1
ENGL 1,2023,Fall,Leanne Lindelof,TR|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Erik Johnson,MW|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Christopher Dizon,MW|12:00PM-01:15PM,In Person,1
ENGL 1,2023,Fall,Jillian Murphy,MW|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Ume Ali,MW|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Leanne Lindelof,TR|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Mostafa Jalal,TR|04:30PM-05:45PM,In Person,1
ENGL 1,2023,Fall,Ume Ali,MW|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Sara Cook,TR|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Joseph Navarro,TR|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Lilly Chen,TR|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Joseph Navarro,TR|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Raina Levesque,TR|12:00PM-01:15PM,In Person,1
ENGL 1,2023,Fall,Lilly Chen,TR|12:00PM-01:15PM,In Person,1
ENGL 1,2023,Fall,Yasmeen Abdeljabbar,MW|04:30PM-05:45PM,In Person,1
ENGL 1,2023,Fall,Au-Co Tran,MW|04:30PM-05:45PM,In Person,1
ENGL 1,2023,Fall,Raina Levesque,TR|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Christopher Dizon,F|09:30AM-12:15PM,In Person,1
ENGL 1,2023,Fall,Lilly Chen,TR|07:30AM-08:45AM,In Person,1
ENGL 1,2023,Fall,Mark Dowdy,MW|04:30PM-05:45PM,In Person,1
ENGL 1,2023,Fall,Alex Davis,MW|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Regina Arnold,R|06:00PM-08:45PM,Fully Online,1
ENGL 1,2023,Fall,Alex Davis,MW|12:00PM-01:15PM,In Person,1
ENGL 1,2023,Fall,Peter O'Sullivan,TR|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Jane Berg,TR|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Avantika Rohatgi,TR|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Addie Mahmassani,MW|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Kristian O'Hare,MW|12:00PM-01:15PM,In Person,1
ENGL 1,2023,Fall,Peter O'Sullivan,TR|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Christopher Dizon,MW|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Allison Gregory,TR|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Christopher Dizon,MW|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Sara Cook,TR|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Joseph Navarro,R|06:00PM-08:45PM,Fully Online,1
ENGL 1,2023,Fall,Sophie Aust,MW|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Raina Levesque,TR|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Lee Patterson,MW|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Christopher Dizon,MW|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Ume Ali,MW|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Daniel Hendel De La O,TR|07:30AM-08:45AM,Fully Online,1
ENGL 1,2023,Fall,Alex Davis,MW|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Alesya Petty,TR|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Amanda Smith,MW|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Danielle Allen,TR|09:00AM-10:15AM,In Person,1
ENGL 1,2023,Fall,Dolly Estrada,TR|10:30AM-11:45AM,In Person,1
ENGL 1,2023,Fall,Amber Sylva,TR|01:30PM-02:45PM,In Person,1
ENGL 1,2023,Fall,Lee Patterson,MW|03:00PM-04:15PM,In Person,1
ENGL 1,2023,Fall,Ping Hsu,W|06:00PM-08:45PM,Hybrid,0
ENGL 1,2023,Fall,Erik Johnson,R|06:00PM-08:45PM,In Person,0
ENGL 1,2023,Fall,Daniel Olson,T|10:30AM-11:45AM,In Person,0
ENGL 1,2023,Fall,Deeptiman Kaushik,R|01:30PM-02:45PM,Fully Online,0
ENGL 1,2023,Fall,Kenneth Wharton,R|09:00AM-10:15AM,In Person,0
ENGL 1,2023,Fall,Karen Singmaster,W|04:30PM-05:45PM,In Person,0
ENGL 1,2023,Fall,Ume Ali,M|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Regina Arnold,TR|04:30PM-05:45PM,Fully Online,0
ENGL 1,2023,Fall,Laura Mugica Sanchez,T|04:30PM-05:45PM,Fully Online,0
ENGL 1,2023,Fall,Thuy Le / Sotoudeh Hamedi-Hagh,R|10:30AM-11:45AM,Fully Online,0
ENGL 1,2023,Fall,Elizabeth Sonnier,MW|12:00PM-01:15PM,Hybrid,0
ENGL 1,2023,Fall,Tony Pan,TR|04:00PM-05:15PM,In Person,0
ENGL 1,2023,Fall,Anne Walker,M|06:00PM-08:45PM,In Person,0
ENGL 1,2023,Fall,Ishie Eswar,TR|01:30PM-02:45PM,Fully Online,0
ENGL 1,2023,Fall,Jennifer Johnston,T|06:00PM-07:15PM,Hybrid,0
ENGL 1,2023,Fall,Hollianne Mcclure / Jonathan Miller,TR|06:00PM-07:15PM,In Person,0
ENGL 1,2023,Fall,Supreeta Amin,MW|03:00PM-04:15PM,Hybrid,0
ENGL 1,2023,Fall,Dolly Estrada,TR|12:00PM-01:15PM,In Person,0
ENGL 1,2023,Fall,Artur Antonyan,TR|06:00PM-07:15PM,Fully Online,0
ENGL 1,2023,Fall,Abbas Moallem,R|12:00PM-01:15PM,Hybrid,0
ENGL 1,2023,Fall,Erik Johnson,MW|10:30PM-11:45PM,Hybrid,0
ENGL 1,2023,Fall,Sayma Akther,TBA|TBA,In Person,0
ENGL 1,2023,Fall,Shubham Subhash Gaikwad,MW|09:00AM-10:15AM,In Person,0
ENGL 1,2023,Fall,Vasuda Bhatia,T|10:30AM-11:45AM,Hybrid,0
ENGL 1,2023,Fall,Rachel Turner,TBA|TBA,In Person,0
ENGL 1,2023,Fall,Chao-Li Tarng,F|09:30AM-12:15PM,Fully Online,0
ENGL 1,2023,Fall,Brianne Gutmann,R|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Meghna Shankar,T|06:00PM-07:15PM,In Person,0
ENGL 1,2023,Fall,Giang Le,R|09:00AM-10:15AM,Hybrid,0
ENGL 1,2023,Fall,Mark Stamp,TR|07:30AM-08:45AM,Hybrid,0
ENGL 1,2023,Fall,Ryan Portner / Will Rizza,TR|04:00PM-05:15PM,Hybrid,0
ENGL 1,2023,Fall,Stephanie Velasquez,TR|12:00PM-01:15PM,Hybrid,0
ENGL 1,2023,Fall,Venkata Kavya Katara,R|03:00PM-04:15PM,In Person,0
ENGL 1,2023,Fall,Thuy Le / Robert Morelos-Zaragoza,R|01:30PM-02:45PM,Hybrid,0
ENGL 1,2023,Fall,Kevin Moore,T|03:00PM-04:15PM,In Person,0
ENGL 1,2023,Fall,Tan Nguyen,TR|07:30AM-08:45AM,Hybrid,0
ENGL 1,2023,Fall,Tony Pan,M|12:00PM-01:15PM,Hybrid,0
ENGL 1,2023,Fall,Venkata Kavya Katara,M|12:00PM-01:15PM,Hybrid,0
ENGL 1,2023,Fall,Viet Nguyen,TR|04:30PM-05:45PM,Hybrid,0
ENGL 1,2023,Fall,Joseph Navarro,MW|06:00PM-07:15PM,Fully Online,0
ENGL 1,2023,Fall,Venkata Kavya Katara,T|10:30AM-11:45AM,Fully Online,0
ENGL 1,2023,Fall,Lilly Chen,T|03:00PM-04:15PM,In Person,0
ENGL 1,2023,Fall,Shubham Subhash Gaikwad,R|01:30PM-02:45PM,Hybrid,0
ENGL 1,2023,Fall,Andrea Gottlieb,R|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Daniel Olson,T|06:00PM-07:15PM,Hybrid,0
ENGL 1,2023,Fall,Misako Van Der Poel,R|12:00PM-01:15PM,In Person,0
ENGL 1,2023,Fall,Likith Sodishetty Venkataramana,M|09:00AM-10:15PM,Fully Online,0
ENGL 1,2023,Fall,Joseph Navarro,TR|09:00AM-10:15AM,Hybrid,0
ENGL 1,2023,Fall,Saicharan Reddy Kadari,W|06:00PM-08:45PM,Fully Online,0
ENGL 1,2023,Fall,Steven Sepka,T|04:30PM-05:45PM,Hybrid,0
ENGL 1,2023,Fall,Tahereh Arabghalizi,F|09:30AM-12:15PM,Hybrid,0
ENGL 1,2023,Fall,Andrea Gottlieb,TR|09:00AM-10:15AM,Hybrid,0
ENGL 1,2023,Fall,Kourosh Youssefi,TR|04:00PM-05:15PM,Hybrid,0
ENGL 1,2023,Fall,Christopher Pollett,MW|10:30PM-11:45PM,Hybrid,0
ENGL 1,2023,Fall,Sindhuja Ravi,TR|06:00PM-07:15PM,Fully Online,0
ENGL 1,2023,Fall,Jillian Murphy,TR|01:30PM-02:45PM,In Person,0
ENGL 1,2023,Fall,Katharine Studer,W|04:30PM-05:45PM,In Person,0
ENGL 1,2023,Fall,Roohi Vora,R|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Addie Mahmassani,T|04:30PM-05:45PM,In Person,0
ENGL 1,2023,Fall,Daniel Olson,R|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Kunjal Shah,M|09:00AM-10:15PM,Fully Online,0
ENGL 1,2023,Fall,Laura Kapitzky,TR|07:30AM-08:45AM,Fully Online,0
ENGL 1,2023,Fall,Pavan Kumar Bajjuri,TBA|TBA,Fully Online,0
ENGL 1,2023,Fall,Karen Singmaster,R|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Ahmed Ezzat,TR|01:30PM-02:45PM,In Person,0
ENGL 1,2023,Fall,Sonia Cuellar-Ortiz,R|04:30PM-05:45PM,In Person,0
ENGL 1,2023,Fall,Jun Liu,T|10:30AM-11:45AM,In Person,0
ENGL 1,2023,Fall,Deep Shah,MW|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Xiao Wang,T|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Kourosh Youssefi,R|12:00PM-01:15PM,Hybrid,0
ENGL 1,2023,Fall,Danny Barringer,MW|06:00PM-07:15PM,Hybrid,0
ENGL 1,2023,Fall,Anqi Shao,T|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Venkata Satya Kanaka Madhav Gadhamsetty,R|03:00PM-04:15PM,Hybrid,0
ENGL 1,2023,Fall,Daniel Hendel De La O,TR|03:00PM-04:15PM,In Person,0
ENGL 1,2023,Fall,Rachel Turner,TR|09:00AM-10:15AM,Hybrid,0
ENGL 1,2023,Fall,Ahmad Yazdankhah,R|12:00PM-01:15PM,In Person,0
ENGL 1,2023,Fall,Viet Nguyen,MW|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Twinkle Patel,M|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Danielle Allen,TR|10:30AM-11:45AM,Hybrid,0
ENGL 1,2023,Fall,Michael Edgerton,MW|07:30AM-08:45AM,In Person,0
ENGL 1,2023,Fall,Micah Johnson,T|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Micah Johnson,T|06:00PM-07:15PM,Fully Online,0
ENGL 1,2023,Fall,Karen Singmaster / Elizabeth Migicovsky,R|09:00AM-10:15AM,Hybrid,0
ENGL 1,2023,Fall,Apoorva Mohite,W|03:00PM-04:15PM,Hybrid,0
ENGL 1,2023,Fall,Carl Bugarin,R|04:30PM-05:45PM,Fully Online,0
ENGL 1,2023,Fall,Colton Saylor,MW|10:30AM-11:45AM,In Person,0
ENGL 1,2023,Fall,Patrick Murphy,M|12:00PM-01:15PM,In Person,0
ENGL 1,2023,Fall,Deep Shah,TR|04:30PM-05:45PM,Hybrid,0
ENGL 1,2023,Fall,Jonas Fahrney,W|04:30PM-05:45PM,In Person,0
ENGL 1,2023,Fall,Richard Low,TR|04:30PM-05:45PM,Fully Online,0
ENGL 1,2023,Fall,Anne Walker,TR|01:30PM-02:45PM,Fully Online,0
ENGL 1,2023,Fall,Mark Stamp,MW|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Olenka Hubickyj,MW|04:00PM-05:15PM,Fully Online,0
ENGL 1,2023,Fall,Sindhuja Ravi,TR|01:30PM-02:45PM,Fully Online,0
ENGL 1,2023,Fall,Robert Meyer / Carlie Pietsch,MW|03:00PM-04:15PM,In Person,0
ENGL 1,2023,Fall,Anant Shukla,W|04:30PM-05:45PM,Fully Online,0
ENGL 1,2023,Fall,Ryan Portner / Hollianne Mcclure,TR|09:00AM-10:15AM,Hybrid,0
ENGL 1,2023,Fall,Jun Liu,T|06:00PM-08:45PM,Hybrid,0
ENGL 1,2023,Fall,Avantika Rohatgi,R|06:00PM-08:45PM,In Person,0
ENGL 1,2023,Fall,Erik Johnson,T|04:30PM-05:45PM,In Person,0
ENGL 1,2023,Fall,Neil Switz,T|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Yue Luo,MW|04:30PM-05:45PM,Hybrid,0
ENGL 1,2023,Fall,Jeffrey Beckstrand,R|03:00PM-04:15PM,Hybrid,0
ENGL 1,2023,Fall,Ishie Eswar,W|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Hollianne Mcclure / Jonathan Miller,M|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Andrea Gottlieb,TR|07:30AM-08:45AM,In Person,0
ENGL 1,2023,Fall,Jonathan Miller / Ryan Portner,TR|04:00PM-05:15PM,In Person,0
ENGL 1,2023,Fall,Lin Zou,MW|04:30PM-05:45PM,Hybrid,0
ENGL 1,2023,Fall,Shreeyukta Singh,TR|07:30AM-08:45AM,Hybrid,0
ENGL 1,2023,Fall,Nargis Adham,W|04:30PM-05:45PM,In Person,0
ENGL 1,2023,Fall,Daniel Hendel De La O,T|06:00PM-07:15PM,Hybrid,0
ENGL 1,2023,Fall,Ume Ali,R|04:30PM-05:45PM,Hybrid,0
ENGL 1,2023,Fall,Nidhi Zare,TR|01:30PM-02:45PM,Hybrid,0
ENGL 1,2023,Fall,Michele Dodge / Carlie Pietsch,M|06:00PM-08:45PM,Hybrid,0
ENGL 1,2023,Fall,Frank Butt,TR|01:30PM-02:45PM,In Person,0
ENGL 1,2023,Fall,Artur Antonyan,T|12:00PM-01:15PM,In Person,0
ENGL 1,2023,Fall,William Andreopoulos,MW|10:30PM-11:45PM,Hybrid,0
ENGL 1,2023,Fall,Jack Warecki,R|03:00PM-04:15PM,In Person,0
ENGL 1,2023,Fall,Michael Edgerton,MW|12:00PM-01:15PM,Hybrid,0
ENGL 1,2023,Fall,Saicharan Reddy Kadari,MW|10:30PM-11:45PM,In Person,0
ENGL 1,2023,Fall,Azadeh Shahid Faylienejad,R|03:00PM-04:15PM,In Person,0
ENGL 1,2023,Fall,Pranathi Kunadi,TR|12:00PM-01:15PM,In Person,0
ENGL 1,2023,Fall,Irina Slobodov,TR|07:30AM-08:45AM,Fully Online,0
ENGL 1,2023,Fall,Padmavati Tanniru,T|03:00PM-04:15PM,In Person,0
ENGL 1,2023,Fall,Jalel Rejeb,MW|06:00PM-07:15PM,In Person,0
ENGL 1,2023,Fall,Loc Lam,TR|10:30AM-11:45AM,In Person,0
ENGL 1,2023,Fall,K Ghadiri,TR|04:00PM-05:15PM,In Person,0
ENGL 1,2023,Fall,Karen Liou,MW|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Daniel Olson,M|09:00AM-10:15PM,In Person,0
ENGL 1,2023,Fall,Jose Ramirez,MW|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Kevin Moore,TR|12:00PM-01:15PM,In Person,0
ENGL 1,2023,Fall,Denise Gip,T|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Abbas Moallem,MW|06:00PM-07:15PM,Hybrid,0
ENGL 1,2023,Fall,Steven Sepka,M|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Shubham Subhash Gaikwad,TR|06:00PM-07:15PM,In Person,0
ENGL 1,2023,Fall,Nidhi Zare,TR|09:00AM-10:15AM,In Person,0
ENGL 1,2023,Fall,Denise Gip,MW|07:30AM-08:45AM,Fully Online,0
ENGL 1,2023,Fall,Ahmed Banafa,T|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Timothy Cech,TR|01:30PM-02:45PM,In Person,0
ENGL 1,2023,Fall,Raina Levesque,MW|03:00PM-04:15PM,Hybrid,0
ENGL 1,2023,Fall,Allison Gregory,TR|07:30AM-08:45AM,In Person,0
ENGL 1,2023,Fall,Nikhil Vaitla,MW|10:30PM-11:45PM,Hybrid,0
ENGL 1,2023,Fall,Kristin Fitzpatrick Ezell,R|01:30PM-02:45PM,Hybrid,0
ENGL 1,2023,Fall,Jahan Ghofraniha,W|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Olga Kovaleva,MW|10:30PM-11:45PM,In Person,0
ENGL 1,2023,Fall,Jack Warecki,T|10:30AM-11:45AM,Fully Online,0
ENGL 1,2023,Fall,Rula Khayrallah,W|04:30PM-05:45PM,Hybrid,0
ENGL 1,2023,Fall,Derek Mena Godoy / Ryan Portner,TBA|TBA,Hybrid,0
ENGL 1,2023,Fall,Wasin So,W|06:00PM-08:45PM,Fully Online,0
ENGL 1,2023,Fall,Sotoudeh Hamedi-Hagh,TR|04:30PM-05:45PM,Fully Online,0
ENGL 1,2023,Fall,Vakini Santhanakrishnan,MW|06:00PM-07:15PM,In Person,0
ENGL 1,2023,Fall,Alla Petrosyan,MW|04:00PM-05:15PM,Hybrid,0
ENGL 1,2023,Fall,Ching-Seh Wu,M|06:00PM-08:45PM,Fully Online,0
ENGL 1,2023,Fall,Bem Cayco,TBA|TBA,Hybrid,0
ENGL 1,2023,Fall,Bem Cayco,TR|06:00PM-07:15PM,Fully Online,0
ENGL 1,2023,Fall,Alla Petrosyan,TR|04:00PM-05:15PM,Fully Online,0
ENGL 1,2023,Fall,Padmavati Tanniru,TR|07:30AM-08:45AM,In Person,0
ENGL 1,2023,Fall,Addie Mahmassani,T|12:00PM-01:15PM,In Person,0
ENGL 1,2023,Fall,Javier Valencia,TBA|TBA,In Person,0
ENGL 1,2023,Fall,Saied Rafati,TR|01:30PM-02:45PM,Fully Online,0
ENGL 1,2023,Fall,Zairac Smith,TR|09:00AM-10:15AM,Fully Online,0
ENGL 1,2023,Fall,Katharine Studer,W|06:00PM-08:45PM,Fully Online,0
ENGL 1,2023,Fall,Sindhuja Ravi,MW|04:00PM-05:15PM,Fully Online,0
ENGL 1,2023,Fall,Victor Maraschin,MW|07:30AM-08:45AM,Fully Online,0
ENGL 1,2023,Fall,Kaushik Patra,W|06:00PM-08:45PM,Fully Online,0
ENGL 1,2023,Fall,Barbara Murphywesley,MW|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Lin Zou,T|06:00PM-08:45PM,Hybrid,0
ENGL 1,2023,Fall,Venkata Kavya Katara,W|03:00PM-04:15PM,In Person,0
ENGL 1,2023,Fall,Colton Saylor,MW|04:00PM-05:15PM,Hybrid,0
ENGL 1,2023,Fall,Hollianne Mcclure / Jonathan Miller,MW|09:00AM-10:15AM,In Person,0
ENGL 1,2023,Fall,Jonas Fahrney,TR|04:00PM-05:15PM,In Person,0
ENGL 1,2023,Fall,Yan Zhang,W|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Aleksandra Gorka,TR|04:00PM-05:15PM,In Person,0
ENGL 1,2023,Fall,Thuy Le / Robert Morelos-Zaragoza,TR|10:30AM-11:45AM,Fully Online,0
ENGL 1,2023,Fall,Charan Bhaskar,W|03:00PM-04:15PM,In Person,0
ENGL 1,2023,Fall,Tan Nguyen,W|03:00PM-04:15PM,Hybrid,0
ENGL 1,2023,Fall,Bennett Haffner,MW|10:30PM-11:45PM,In Person,0
ENGL 1,2023,Fall,Kevin Moore,T|03:00PM-04:15PM,Hybrid,0
ENGL 1,2023,Fall,Roshni Dhandamudi,M|09:00AM-10:15PM,In Person,0
ENGL 1,2023,Fall,Tony Pan,R|01:30PM-02:45PM,Hybrid,0
ENGL 1,2023,Fall,Sanjayvarma Pandeti / Bhawandeep Singh Harsh,TBA|TBA,Fully Online,0
ENGL 1,2023,Fall,Balaji Venkatraman,R|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Clare Cordero,T|04:30PM-05:45PM,In Person,0
ENGL 1,2023,Fall,Irina Slobodov,TBA|TBA,Hybrid,0
ENGL 1,2023,Fall,Amanda Smith,M|06:00PM-08:45PM,Fully Online,0
ENGL 1,2023,Fall,Andrea Gottlieb,T|06:00PM-08:45PM,In Person,0
ENGL 1,2023,Fall,Rula Khayrallah,T|10:30AM-11:45AM,Hybrid,0
ENGL 1,2023,Fall,Matthew Leigh / Jonathan Miller,MW|12:00PM-01:15PM,Hybrid,0
ENGL 1,2023,Fall,Micah Johnson,TR|01:30PM-02:45PM,Fully Online,0
ENGL 1,2023,Fall,Hossein Omidian,W|06:00PM-08:45PM,Fully Online,0
ENGL 1,2023,Fall,Jeffrey Beckstrand,R|12:00PM-01:15PM,In Person,0
ENGL 1,2023,Fall,Jeonghee Kim,W|04:30PM-05:45PM,Fully Online,0
ENGL 1,2023,Fall,Azadeh Shahid Faylienejad,MW|03:00PM-04:15PM,Fully Online,0
ENGL 1,2023,Fall,Zeel Jatinkumar Lia,R|06:00PM-08:45PM,Fully Online,0
ENGL 1,2023,Fall,Lee Patterson,MW|09:00AM-10:15AM,Fully Online,0
ENGL 1,2023,Fall,Twinkle Patel,T|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Lakshmi Ananya Mandava,R|10:30AM-11:45AM,In Person,0
ENGL 1,2023,Fall,Sindhuja Ravi,MW|12:00PM-01:15PM,Fully Online,0
ENGL 1,2023,Fall,Yan Zhang,R|04:30PM-05:45PM,Fully Online,0
ENGL 1,2023,Fall,Sotoudeh Hamedi-Hagh,T|10:30AM-11:45AM,In Person,0
ENGL 1,2023,Fall,Saicharan Reddy Kadari,TR|09:00AM-10:15AM,Hybrid,0
ENGL 1,2023,Fall,Nithin Reddy Govindugari,MW|12:00PM-01:15PM,In Person,0
ENGL 1,2023,Fall,Artur Antonyan,TR|04:30PM-05:45PM,Fully Online,0
ENGL 1,2023,Fall,Emi Ishida,T|04:30PM-05:45PM,Fully Online,0
ENGL 1,2023,Fall,Jun Liu,M|09:00AM-10:15PM,Hybrid,0
ENGL 1,2023,Fall,Thuy Le / Sotoudeh Hamedi-Hagh,M|09:00AM-10:15PM,Hybrid,0
ENGL 1,2023,Fall,Hsin-Yi Meng,R|10:30AM-11:45AM,Hybrid,0
ENGL 1,2023,Fall,Shubham Subhash Gaikwad,W|06:00PM-08:45PM,In Person,0
ENGL 1,2023,Fall,Yan Zhang,R|06:00PM-08:45PM,In Person,0
ENGL 1,2023,Fall,Venkata Kavya Katara,W|06:00PM-08:45PM,Fully Online,0
ENGL 1,2023,Fall,Shreeyukta Singh,TR|01:30PM-02:45PM,In Person,0
ENGL 1,2023,Fall,Nidhi Zare,MW|01:30PM-02:45PM,Fully Online,0
ENGL 1,2023,Fall,Lilly Chen,TR|09:00AM-10:15AM,Fully Online,0
